name   kyuubiNaruto
	frame	data/chars/knaruto/540.gif
	offset	63 59
	frame	data/chars/knaruto/541.gif
	offset	63 59
	frame	data/chars/knaruto/542.gif
	offset	73 48
	frame	data/chars/knaruto/543.gif
	offset	72 49
	frame	data/chars/knaruto/544.gif
	offset	71 49
	frame	data/chars/knaruto/545.gif
	offset	73 48
	frame	data/chars/knaruto/546.gif
	offset	71 48
	frame	data/chars/knaruto/547.gif
	offset	73 48
	frame	data/chars/knaruto/548.gif
	offset	73 48
	frame	data/chars/knaruto/549.gif
	offset	71 48
	frame	data/chars/knaruto/550.gif
	offset	62 64
	frame	data/chars/knaruto/551.gif
	offset	67 37
	frame	data/chars/knaruto/552.gif
	offset	67 37
	frame	data/chars/knaruto/553.gif
		
anim	0060
	delay	7
	offset	53 72
	frame	data/chars/knaruto/554.gif
	offset	53 72
	frame	data/chars/knaruto/555.gif
	offset	50 70
	frame	data/chars/knaruto/556.gif
	offset	54 64
	frame	data/chars/knaruto/557.gif
	offset	54 57
	frame	data/chars/knaruto/558.gif
	offset	54 66
	frame	data/chars/knaruto/559.gif
	offset	55 69
	frame	data/chars/knaruto/560.gif
	offset	54 72
	frame	data/chars/knaruto/561.gif
	offset	49 72
	frame	data/chars/knaruto/562.gif
	offset	32 78
	frame	data/chars/knaruto/563.gif
	offset	35 79
	frame	data/chars/knaruto/564.gif
	offset	35 79
	frame	data/chars/knaruto/565.gif
	offset	37 79
	frame	data/chars/knaruto/566.gif
	offset	35 79
	frame	data/chars/knaruto/567.gif
	offset	37 79
	frame	data/chars/knaruto/568.gif
	offset	35 79
	frame	data/chars/knaruto/569.gif
	offset	49 72
	frame	data/chars/knaruto/570.gif
	offset	53 72
	frame	data/chars/knaruto/571.gif
	offset	55 55
	frame	data/chars/knaruto/572.gif
	offset	54 79
	frame	data/chars/knaruto/573.gif
	offset	55 112
	frame	data/chars/knaruto/574.gif
	offset	55 143
	frame	data/chars/knaruto/575.gif
	offset	53 143
	frame	data/chars/knaruto/576.gif
	offset	54 143
	frame	data/chars/knaruto/577.gif
	offset	51 142
	frame	data/chars/knaruto/578.gif
	offset	52 111
	frame	data/chars/knaruto/579.gif
	offset	51 77
	frame	data/chars/knaruto/580.gif
	offset	51 49
	frame	data/chars/knaruto/581.gif
		
anim	0061
	delay	7
	offset	-7 7
	frame	data/chars/knaruto/582.gif
	offset	-7 13
	frame	data/chars/knaruto/583.gif
	offset	-7 36
	frame	data/chars/knaruto/584.gif
	offset	-7 53
	frame	data/chars/knaruto/585.gif
	offset	-7 57
	frame	data/chars/knaruto/586.gif
	offset	-5 67
	frame	data/chars/knaruto/587.gif
	offset	-5 73
	frame	data/chars/knaruto/588.gif
	offset	-7 79
	frame	data/chars/knaruto/589.gif
	offset	-6 89
	frame	data/chars/knaruto/590.gif
	offset	-6 82
	frame	data/chars/knaruto/591.gif
	offset	-7 76
	frame	data/chars/knaruto/592.gif
	offset	-7 72
	frame	data/chars/knaruto/593.gif
		
anim	7630
	delay	7
	offset	145 320
	frame	data/chars/knaruto/595.gif
	offset	145 320
	frame	data/chars/knaruto/596.gif
	offset	145 320
	frame	data/chars/knaruto/597.gif
	offset	145 320
	frame	data/chars/knaruto/598.gif
	offset	145 320
	frame	data/chars/knaruto/599.gif
	offset	145 320
	frame	data/chars/knaruto/600.gif
	offset	145 320
	frame	data/chars/knaruto/601.gif
	offset	145 320
	frame	data/chars/knaruto/602.gif
		
anim	7631
	delay	7
	offset	100 190
	frame	data/chars/knaruto/603.gif
	offset	100 190
	frame	data/chars/knaruto/604.gif
	offset	100 190
	frame	data/chars/knaruto/605.gif
	offset	100 190
	frame	data/chars/knaruto/606.gif
	offset	100 190
	frame	data/chars/knaruto/607.gif
	offset	100 190
	frame	data/chars/knaruto/608.gif
		
anim	7632
	delay	7
	offset	37 37
	frame	data/chars/knaruto/609.gif
	offset	37 37
	frame	data/chars/knaruto/610.gif
	offset	37 37
	frame	data/chars/knaruto/611.gif
	offset	37 37
	frame	data/chars/knaruto/612.gif
		
anim	7633
	delay	7
	offset	23 5
	frame	data/chars/knaruto/613.gif
	offset	37 6
	frame	data/chars/knaruto/614.gif
	offset	75 9
	frame	data/chars/knaruto/615.gif
	offset	23 2
	frame	data/chars/knaruto/616.gif
		
anim	7634
	delay	7
	offset	5 23
	frame	data/chars/knaruto/617.gif
	offset	6 37
	frame	data/chars/knaruto/618.gif
	offset	9 75
	frame	data/chars/knaruto/619.gif
	offset	2 23
	frame	data/chars/knaruto/620.gif
		
anim	7635
	delay	7
	offset	100 100
	frame	data/chars/knaruto/621.gif
	offset	100 100
	frame	data/chars/knaruto/622.gif
	offset	100 100
	frame	data/chars/knaruto/623.gif
	offset	100 100
	frame	data/chars/knaruto/624.gif
	offset	100 100
	frame	data/chars/knaruto/625.gif
		
anim	7636
	delay	7
	offset	100 100
	frame	data/chars/knaruto/626.gif
	offset	100 100
	frame	data/chars/knaruto/627.gif
	offset	100 100
	frame	data/chars/knaruto/628.gif
	offset	100 100
	frame	data/chars/knaruto/629.gif
	offset	100 100
	frame	data/chars/knaruto/630.gif
	offset	100 100
	frame	data/chars/knaruto/631.gif
	offset	100 100
	frame	data/chars/knaruto/632.gif
	offset	100 100
	frame	data/chars/knaruto/633.gif
	offset	100 100
	frame	data/chars/knaruto/634.gif
	offset	100 100
	frame	data/chars/knaruto/635.gif
	offset	100 100
	frame	data/chars/knaruto/636.gif
	offset	100 100
	frame	data/chars/knaruto/637.gif
	offset	100 100
	frame	data/chars/knaruto/638.gif
	offset	100 100
	frame	data/chars/knaruto/639.gif
	offset	100 100
	frame	data/chars/knaruto/640.gif
		
anim	7637
	delay	7
	offset	295 295
	frame	data/chars/knaruto/641.gif
		
anim	7638
	delay	7
	offset	128 52
	frame	data/chars/knaruto/642.gif
	offset	161 127
	frame	data/chars/knaruto/643.gif
	offset	161 127
	frame	data/chars/knaruto/644.gif
	offset	154 210
	frame	data/chars/knaruto/645.gif
	offset	154 210
	frame	data/chars/knaruto/646.gif
	offset	160 280
	frame	data/chars/knaruto/647.gif
	offset	160 280
	frame	data/chars/knaruto/648.gif
		
anim	7639
	delay	7
	offset	100 100
	frame	data/chars/knaruto/649.gif
	offset	100 100
	frame	data/chars/knaruto/650.gif
	offset	100 100
	frame	data/chars/knaruto/651.gif
	offset	100 100
	frame	data/chars/knaruto/652.gif
	offset	100 100
	frame	data/chars/knaruto/653.gif
	offset	100 100
	frame	data/chars/knaruto/654.gif
	offset	100 100
	frame	data/chars/knaruto/655.gif
	offset	100 100
	frame	data/chars/knaruto/656.gif
	offset	100 100
	frame	data/chars/knaruto/657.gif
	offset	100 100
	frame	data/chars/knaruto/658.gif
	offset	100 100
	frame	data/chars/knaruto/659.gif
	offset	100 100
	frame	data/chars/knaruto/660.gif
		
anim	7640
	delay	7
	offset	51 35
	frame	data/chars/knaruto/661.gif
	offset	65 42
	frame	data/chars/knaruto/662.gif
	offset	73 44
	frame	data/chars/knaruto/663.gif
	offset	89 58
	frame	data/chars/knaruto/664.gif
	offset	106 75
	frame	data/chars/knaruto/665.gif
	offset	114 81
	frame	data/chars/knaruto/666.gif
		
anim	7641
	delay	7
	offset	100 200
	frame	data/chars/knaruto/667.gif
	offset	100 200
	frame	data/chars/knaruto/668.gif
	offset	100 200
	frame	data/chars/knaruto/669.gif
	offset	100 200
	frame	data/chars/knaruto/670.gif
	offset	100 200
	frame	data/chars/knaruto/671.gif
	offset	100 200
	frame	data/chars/knaruto/672.gif
	offset	100 200
	frame	data/chars/knaruto/673.gif
	offset	100 200
	frame	data/chars/knaruto/674.gif
		
anim	7642
	delay	7
	offset	96 96
	frame	data/chars/knaruto/675.gif
	offset	98 98
	frame	data/chars/knaruto/676.gif
	offset	100 99
	frame	data/chars/knaruto/677.gif
	offset	100 102
	frame	data/chars/knaruto/678.gif
	offset	100 100
	frame	data/chars/knaruto/679.gif
	offset	100 100
	frame	data/chars/knaruto/680.gif
		
anim	7643
	delay	7
	offset	137 137
	frame	data/chars/knaruto/681.gif
	offset	137 137
	frame	data/chars/knaruto/682.gif
	offset	137 137
	frame	data/chars/knaruto/683.gif
	offset	137 137
	frame	data/chars/knaruto/684.gif
	offset	137 137
	frame	data/chars/knaruto/685.gif
	offset	137 137
	frame	data/chars/knaruto/686.gif
	offset	137 137
	frame	data/chars/knaruto/687.gif
	offset	137 137
	frame	data/chars/knaruto/688.gif
		
anim	7644
	delay	7
	offset	64 41
	frame	data/chars/knaruto/689.gif
	offset	69 62
	frame	data/chars/knaruto/690.gif
	offset	89 75
	frame	data/chars/knaruto/691.gif
	offset	107 105
	frame	data/chars/knaruto/692.gif
	offset	130 125
	frame	data/chars/knaruto/693.gif
		
anim	8181
	delay	7
	offset	0 21
	frame	data/chars/knaruto/704.gif
	offset	0 29
	frame	data/chars/knaruto/705.gif
	offset	0 29
	frame	data/chars/knaruto/706.gif
	offset	0 29
	frame	data/chars/knaruto/707.gif
	offset	0 31
	frame	data/chars/knaruto/708.gif
	offset	0 35
	frame	data/chars/knaruto/709.gif
	offset	0 34
	frame	data/chars/knaruto/710.gif
	offset	0 29
	frame	data/chars/knaruto/711.gif
	offset	0 29
	frame	data/chars/knaruto/712.gif
	offset	0 25
	frame	data/chars/knaruto/713.gif
		
anim	8950
	delay	7
	offset	25 59
	frame	data/chars/knaruto/694.gif
	offset	28 73
	frame	data/chars/knaruto/695.gif
	offset	42 81
	frame	data/chars/knaruto/696.gif
		
anim	9000
	delay	7
	offset	-2 -1
	frame	data/chars/knaruto/0.gif
	offset	-2 46
	frame	data/chars/knaruto/1.gif
		
anim	backwalk
	delay	7
	offset	44 57
	frame	data/chars/knaruto/107.gif
	offset	34 62
	frame	data/chars/knaruto/108.gif
	offset	28 65
	frame	data/chars/knaruto/109.gif
	offset	31 66
	frame	data/chars/knaruto/110.gif
	offset	36 67
	frame	data/chars/knaruto/111.gif
	offset	42 101
	frame	data/chars/knaruto/112.gif
	offset	40 116
	frame	data/chars/knaruto/113.gif
	offset	43 115
	frame	data/chars/knaruto/114.gif
	offset	31 113
	frame	data/chars/knaruto/115.gif
	offset	42 111
	frame	data/chars/knaruto/116.gif
	offset	33 64
	frame	data/chars/knaruto/117.gif
	offset	25 65
	frame	data/chars/knaruto/118.gif
		
anim	freespecial2280
	delay	7
	offset	70 3
	frame	data/chars/knaruto/697.gif
	offset	50 3
	frame	data/chars/knaruto/698.gif
	offset	15 3
	frame	data/chars/knaruto/699.gif
	offset	15 3
	frame	data/chars/knaruto/700.gif
		
anim	freespecial2281
	delay	7
	offset	24 24
	frame	data/chars/knaruto/701.gif
	offset	24 24
	frame	data/chars/knaruto/702.gif
	offset	24 24
	frame	data/chars/knaruto/703.gif
		
anim	jump
	delay	7
	offset	28 64
	frame	data/chars/knaruto/324.gif
	offset	35 66
	frame	data/chars/knaruto/325.gif
	offset	38 66
	frame	data/chars/knaruto/326.gif
	offset	33 66
	frame	data/chars/knaruto/327.gif
	offset	33 66
	frame	data/chars/knaruto/328.gif
	offset	33 66
	frame	data/chars/knaruto/329.gif
	offset	33 66
	frame	data/chars/knaruto/330.gif
	offset	33 66
	frame	data/chars/knaruto/331.gif
	offset	33 66
	frame	data/chars/knaruto/332.gif
		
anim	jumpforward
	delay	7
	offset	33 66
	frame	data/chars/knaruto/333.gif
	offset	35 66
	frame	data/chars/knaruto/334.gif
	offset	28 64
	frame	data/chars/knaruto/335.gif
		
anim	jumpland
	delay	7
	offset	32 73
	frame	data/chars/knaruto/392.gif
	offset	33 67
	frame	data/chars/knaruto/393.gif
	offset	32 73
	frame	data/chars/knaruto/394.gif
	offset	32 73
	frame	data/chars/knaruto/395.gif
	offset	40 66
	frame	data/chars/knaruto/396.gif
	offset	37 70
	frame	data/chars/knaruto/397.gif
	offset	50 60
	frame	data/chars/knaruto/398.gif
	offset	28 62
	frame	data/chars/knaruto/399.gif
	offset	42 60
	frame	data/chars/knaruto/400.gif
	offset	40 60
	frame	data/chars/knaruto/401.gif
	offset	-6 29
	frame	data/chars/knaruto/402.gif
		
anim	turn
	delay	7
	offset	15 43
	frame	data/chars/knaruto/15.gif
	offset	15 42
	frame	data/chars/knaruto/16.gif
	offset	18 44
	frame	data/chars/knaruto/17.gif
	offset	22 46
	frame	data/chars/knaruto/18.gif
	offset	22 46
	frame	data/chars/knaruto/19.gif
	offset	23 47
	frame	data/chars/knaruto/20.gif
	offset	34 54
	frame	data/chars/knaruto/21.gif
	offset	41 55
	frame	data/chars/knaruto/22.gif
	offset	41 66
	frame	data/chars/knaruto/23.gif
		
anim	walk
	delay	7
	offset	27 75
	frame	data/chars/knaruto/102.gif
	offset	41 73
	frame	data/chars/knaruto/103.gif
	offset	29 65
	frame	data/chars/knaruto/104.gif
	offset	31 66
	frame	data/chars/knaruto/105.gif
	offset	32 67
	frame	data/chars/knaruto/106.gif
		
#|edited by openBor Stats v 0.67
		
